BANN|U|==,TB,UB|AL,AK,AZ,AR,CA,CO,CT,DE,DC,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NC,ND,OH,OK,OR,PA,RI,SC,SD,TX,UT,VT,VA,WA,WV,WI,WY,GU,PR,VI,AS|08/02/2013,2:57:45 PM|LU1253.pdf|Aviation Questionnaire|
BANN|U|==,TB,UB|FL|08/02/2013,2:57:45 PM|LU1253FL.pdf|Aviation Questionnaire (FL)|
BANN|U|==,TB,UB|ME|08/02/2013,2:57:45 PM|LU1253ME.pdf|Aviation Questionnaire (ME)|
BANN|U|==,TB,UB|TN|08/02/2013,2:57:45 PM|LU1253TN.pdf|Aviation Questionnaire (TN)|
BANN|U|==,TB,UB|AL,AK,AZ,AR,CA,CO,CT,DE,DC,GA,HI,ID,IL,IN,IA,KS,KY,LA,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NC,ND,OH,OK,OR,PA,RI,SC,SD,TX,UT,VT,VA,WA,WV,WI,WY,GU,PR,VI,AS|08/02/2013,2:57:45 PM|LU1255.pdf|Tobacco Questionnaire|
BANN|U|==,TB,UB|FL|08/02/2013,2:57:45 PM|LU1255FL.pdf|Tobacco Questionnaire (FL)|
BANN|U|==,TB,UB|ME|08/02/2013,2:57:45 PM|LU1255ME.pdf|Tobacco Questionnaire (ME)|
BANN|U|==,TB,UB|TN|08/02/2013,2:57:45 PM|LU1255TN.pdf|Tobacco Questionnaire (TN)|
BANN|U|==,TB,UB|AL,AK,AZ,AR,CA,CO,CT,DE,DC,GA,HI,ID,IL,IN,IA,KS,KY,LA,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NC,ND,OH,OK,OR,PA,RI,SC,SD,TX,UT,VT,VA,WA,WV,WI,WY,GU,PR,VI,AS|08/02/2013,2:57:45 PM|LU1256.pdf|Daily Activity Questionnaire|
BANN|U|==,TB,UB|FL|08/02/2013,2:57:45 PM|LU1256FL.pdf|Daily Activity Questionnaire (FL)|
BANN|U|==,TB,UB|ME|08/02/2013,2:57:45 PM|LU1256ME.pdf|Daily Activity Questionnaire (ME)|
BANN|U|==,TB,UB|TN|08/02/2013,2:57:45 PM|LU1256TN.pdf|Daily Activity Questionnaire (TN)|
BANN|U|==,TB,UB|AL,AK,AZ,AR,CA,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,GU,PR,VI,AS|08/02/2013,2:57:45 PM|LU1277.pdf|Trust Certification form|
BANN|D|==,TB,UB|AL,AK,AZ,AR,CA,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,MD,MA,MI,MN,MS,MO,NE,NV,NH,NJ,NM,NC,ND,OH,OK,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,GU,PR,VI,AS|10/15/2009,11:17:00 AM|LU1013.pdf|Health Statement - for late delivery of policy|All staes except ME, OR and PA
BANN|D|==,TB,UB|ME|10/15/2009,11:17:00 AM|LU-10130-ME.pdf|Health Statement - for late delivery of policy (ME)|ME only
BANN|D|==,TB,UB|OR|10/15/2009,11:17:00 AM|LU1013A.pdf|Health Statement - for late delivery of policy (OR)|OR only
BANN|D|==,TB,UB|PA|10/15/2009,11:17:00 AM|LU1013B.pdf|Health Statement - for late delivery of policy (PA)|PA only
BANN|S|==,TB|AK,AR,CO,GA,HI,ID,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NM,NC,OH,OK,OR,PA,RI,SC,TN,TX,UT,VT,VA,WA,WV,WI,WY|12/21/2014,4:03:06 PM|ICC09-LU1285.pdf|Term Conversion Application|
BANN|S|==,TB|AL,AZ,CT,DE,FL,IL,NJ,ND,SD|08/02/2013,2:57:45 PM|LU1285.pdf|Term Conversion Application (AL,AZ,AR,CT,DE,FL,IL,NV,NJ,ND,SD)|
BANN|S|==,TB|CA|08/02/2013,2:57:45 PM|LU1285-CA.pdf|Term Conversion Application (CA)|
BANN|S|==,TB|DC|08/02/2013,2:57:45 PM|LU1285-DC.pdf|Term Conversion Application (DC)|
BANN|S|==,TB|FL|08/02/2013,4:03:06 PM|LU1285-FL.pdf|Term Conversion Application (FL)|
BANN|S|==,TB|MA|08/02/2013,4:03:06 PM|ICC09-LU1285-MA.pdf|Term Conversion Application (MA)|
BANN|S|==,TB|MT|08/02/2013,4:03:06 PM|LU1285-MT.pdf|Term Conversion Application (MT)|
BANN|S|==,TB||08/02/2013,4:03:06 PM|LU1285-NODISC.pdf|Term Conversion Application|
BANN|S|==,TB,UB|AL,AK,AZ,AR,CA,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,NE,NV,NH,NJ,NM,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,GU,PR,VI,AS|04/24/2013,4:35:13 PM|lp159.pdf|Beneficiary Change Form |
BANN|S|==,TB,UB|AL,AK,AZ,AR,CO,DC,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,WA,WV,WI,WY|12/21/2014,2:57:45 PM|ICC10 LU1282.pdf|Reinstatement Application  |
BANN|S|==,TB,UB|DE,SD|12/21/2014,12:13:42 PM|LU1282 (05-10).pdf|Reinstatement Application  (DE,SD)|
BANN|S|==,TB,UB|CA|12/21/2014,12:13:42 PM|LU1282CA (07-10).pdf|Reinstatement Application  (CA)|
BANN|S|==,TB,UB|CT|12/21/2014,12:13:42 PM|LU1282CT (07-10).pdf|Reinstatement Application  (CT)|
BANN|S|==,TB,UB|FL|12/21/2014,2:57:45 PM|LU1282FL (05-10).pdf|Reinstatement Application  (FL)|
BANN|S|==,TB,UB|ME|12/21/2014,2:57:45 PM|ICC10-LU1282ME (05-10).pdf|Reinstatement Application  (ME)|
BANN|S|==,TB,UB|VT|09/10/2013,2:57:45 PM|ICC10-LU1282VT (05-10).pdf|Reinstatement Application  (VT)|
BANN|S|==,TB,UB|AL,AK,AZ,AR,CA,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,NE,NV,NH,NJ,NM,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,GU,PR,VI,AS|04/24/2013,4:35:13 PM|lp150.pdf|Reissue Request Form |
BANN|S|==,TB,UB|AL,AK,AZ,AR,CA,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,NE,NV,NH,NJ,NM,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,GU,PR,VI,AS|04/24/2013,4:35:13 PM|lp154.pdf|Ownership Change Form |
BANN|S|==,TB,UB|AL,AK,AZ,AR,CA,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,NE,NV,NH,NJ,NM,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,GU,PR,VI,AS|08/02/2013,4:35:13 PM|LP155.pdf|Request for Address Change |
BANN|S|==,TB,UB|AL,AK,AZ,AR,CA,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,NE,NV,NH,NJ,NM,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,GU,PR,VI,AS|08/02/2013,4:35:13 PM|LP156.pdf|Request for Change or Correction of Name |
BANN|S|==,TB,UB|AL,AK,AZ,AR,CA,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,NE,NV,NH,NJ,NM,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,GU,PR,VI,AS|08/02/2013,4:35:13 PM|LP158.pdf|Collateral Assignment Form |
BANN|S|==,TB,UB|AL,AK,AZ,AR,CA,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,NE,NV,NH,NJ,NM,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,GU,PR,VI,AS|08/02/2013,4:35:13 PM|lP187.pdf|Electronic Funds Transfer Authorization |
BANN|S|==,TB,UB|AL,AK,AZ,AR,CA,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,NE,NV,NH,NJ,NM,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,GU,PR,VI,AS|04/24/2013,4:35:13 PM|Lp98m.pdf|Tax identification number certification |
BANN|S|==,TB,UB|AL,AK,AZ,AR,CA,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,NE,NV,NH,NJ,NM,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,GU,PR,VI,AS|04/24/2013,4:35:13 PM|lr61 rev.pdf|OWNERSHIP CHANGE FORM|
BANN|S|==,TB,UB|AL,AK,AZ,AR,CA,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,GU,PR,VI,AS|08/02/2013,3:05:49 PM|LP153.pdf|Surrender Form|
BANN|S|==,TB,UB|AL,AK,AZ,AR,CA,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,GU,PR,VI,AS|08/02/2013,3:05:49 PM|LP160.pdf|Partial Surrender Form|
BANN|S|==,TB,UB|AL,AK,AZ,AR,CA,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,GU,PR,VI,AS|08/02/2013,3:05:49 PM|LP157.pdf|Loan Form|
BANN|S|==,TB,UB|AL,AK,AZ,AR,CA,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,NE,NV,NH,NJ,NM,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,GU,PR,VI,AS|08/02/2013,4:35:13 PM|LU1017.pdf|Life Insurance / Annuity Exchance Agreement and Absolute Assignment Form|
BANN|S|==,TB,UB|AL,AK,AZ,AR,CA,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,NE,NV,NH,NJ,NM,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,GU,PR,VI,AS|08/07/2006,4:35:13 PM|LU27R.pdf|Application - Term Conversion / Guaranteed Insurability Option|
BANN|S|==,TB,UB|AL,AK,AZ,AR,CA,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,NE,NV,NH,NJ,NM,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,GU,PR,VI,AS|08/02/2013,4:35:13 PM|LU1071.pdf|Policy Change Form (Non-medical changes)|
BANN|S|==,TB,UB|AL,AK,AZ,AR,CA,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,GU,PR,VI,AS|08/02/2013,3:05:49 PM|LP161.pdf|Minimum Distribution Form|
BANN|S|==,TB,UB|AL,AK,AZ,AR,CA,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,NE,NV,NH,NJ,NM,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,GU,PR,VI,AS|08/02/2013,4:35:13 PM|LP99-M.pdf|Release of Assignment|
BANN|S|==,TB,UB|AL,AK,AZ,AR,CA,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,NE,NV,NH,NJ,NM,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,GU,PR,VI,AS|08/02/2013,4:35:13 PM|LU1224.pdf|Medical Underwriting Reimbursement Request|
BANN|S|==,TB,UB|AL,AK,AZ,AR,CA,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,NE,NV,NH,NJ,NM,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,GU,PR,VI,AS|08/07/2006,4:35:13 PM|LB44.pdf|Authorization to Draw Checks for Premiums|
BANN|S|==,TB,UB|AL,AK,AZ,AR,CA,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,NE,NV,NH,NJ,NM,NC,ND,OH,OK,OR,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,GU,PR,VI,AS|08/02/2013,4:35:13 PM|LU901.pdf|Application - Additional Coverages|
BANN|S|==,TB,UB|PA|08/02/2013,4:35:13 PM|LU901A.pdf|Application - Additional Coverage  (PA)|
BANN|S|==,TB,UB|AL,AK,AZ,AR,CA,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,NE,NV,NH,NJ,NM,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,GU,PR,VI,AS|08/07/2006,4:35:13 PM|LU1196.pdf|New Business Application Transmittal|
BANN|S|==,TB,UB|AL,AK,AZ,AR,CA,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,NE,NV,NH,NJ,NM,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,GU,PR,VI,AS|08/07/2006,4:35:13 PM|LU1195.pdf|Multi-purpose Transmittal Form|
BANN|S|==,TB,UB|AL,AK,AZ,AR,CA,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,NE,NV,NH,NJ,NM,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,GU,PR,VI,AS|08/07/2006,4:35:13 PM|LP84.pdf|Absolute Assignment of Life Insurance Policy|
BANN|M|==,TB,UB|AL,AK,AZ,AR,CA,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,GU,PR,VI,AS|03/31/2011,11:34:31 AM|LAA1297 (3-11).pdf|App Assist|Instructions for completion on application form.
BANN|M|==,TB,UB|AL,AK,AZ,AR,CA,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,GU,PR,VI,AS|06/24/2011,11:34:31 AM|LAA1654.pdf|AppAssist Presentation|Instructions for completion on application form.
BANN|M|==,TB,UB|AL,AK,AZ,AR,CA,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,GU,PR,VI,AS|03/31/2011,11:34:31 AM|LAA1687.pdf|AppAssist Broker Guide|Instructions for completion on application form.
BANN|M|==,TB,UB|AL,AK,AZ,AR,CA,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,GU,PR,VI,AS|03/31/2011,11:34:31 AM|LAA1689.pdf|AppAssist Flow Chart|Instructions for completion on application form.
BANN|M|==,AR|AL,AK,AZ,AR,CA,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,GU,PR,VI,AS|5/14/2007,2:44:52 PM|07-c02.pdf|Compliance Review Required for Ads and Websites
BANN|M|==,AR|AL,AK,AZ,AR,CA,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,NE,NV,NH,NJ,NM,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,GU,PR,VI,AS|4/12/2007,4:35:13 PM|LAA1393.pdf|Underwriting Criteria and Requirement - all product except Survivor Life UL
BANN|M|==,AR|AL,AK,AZ,AR,CA,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,GU,PR,VI,AS|12/03/2009,12:53:39 PM|LAA 1518 AppAssist 11.09.pdf|AppAssist Presentation|AppAssist Only
BANN|M|==,AR|NY|06/18/2009,12:53:39 PM|LAA 1519 AppAssist 06.09_BrokerTips.pdf|AppAssist Presentation - Agent/Broker Tips|AppAssist Only
BANN|M|==,AR|AL,AK,AZ,AR,CA,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,GU,PR,VI,AS|08/14/2006,9:28:00 PM|LAA1034.pdf|Request for Website Approval|Web only. Fillable.
BANN|M|==,AR|AL,AK,AZ,AR,CA,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,GU,PR,VI,AS|05/31/2012,11:43:44 AM|LAA1867.pdf|Advertising Guidelines - web|Web only
BANN|M|==,AR|AL,AK,AZ,AR,CA,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,GU,PR,VI,AS|05/31/2012,11:43:44 AM|LAA1868.pdf|Advertising Guidelines - other than web|
BANN|M|==,AR|AL,AK,AZ,AR,CA,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,GU,PR,VI,AS|08/14/2006,9:28:00 PM|LAA738.pdf|Request for Approval of Advertising Materials including Websites |Web only. Fillable.
BANN|M|==,AR|AL,AK,AZ,AR,CA,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,NE,NV,NH,NJ,NM,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,GU,PR,VI,AS|8/7/2006,4:35:13 PM|APPLIST.pdf|Application Availability by State
BANN|M|==,AR|AL,AK,AZ,AR,CA,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,NE,NV,NH,NJ,NM,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,GU,PR,VI,AS|08/02/2013,4:35:13 PM|LP125.pdf|Modified Endowment Contract Acknowledgement|
BANN|M|==,AR|AL,AK,AZ,AR,CA,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,NE,NV,NH,NJ,NM,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,GU,PR,VI,AS|8/7/2006,4:35:13 PM|BannerBasics.pdf|Banner Basics - General Instructions
BANN|M|==,AR|AL,AK,AZ,AR,CA,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,NE,NV,NH,NJ,NM,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,GU,PR,VI,AS|08/07/2006,4:35:13 PM|LAA1034.pdf|Request for Website Approval|
BANN|M|==,UB|AL,AK,AZ,AR,CA,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,GU,PR,VI,AS|12/20/2007,11:57:45 AM|LAA1420.pdf|Continuity Lifetime UL Rates and Specifications|
BANN|T|==,TB,UB,AR|AL,AK,AZ,AR,CA,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,GU,PR,VI,AS|04/22/2013,4:59:48 PM|LAA1177.pdf|AGENT APPOINTMENT APPLICATION PACKAGE|
BANN|T|==,TB,UB,AR|AL,AK,AZ,AR,CA,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,GU,PR,VI,AS|04/22/2013,4:59:48 PM|AB-20.pdf|Agent/Broker Agreement|
BANN|T|==,TB,UB,AR|AL,AK,AZ,AR,CA,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,GU,PR,VI,AS|04/22/2013,4:59:48 PM|AB-30.pdf|Agent/Broker Agreement Adoption Authorization|
BANN|T|==,TB,UB,AR|AL,AK,AZ,AR,CA,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,GU,PR,VI,AS|04/22/2013,12:53:39 PM|ABSAA-AB (1-09).pdf|Agent/Broker Signature Authorization Addendum|AppAssist Only
BANN|T|==,TB,UB,AR|AL,AK,AZ,AR,CA,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,GU,PR,VI,AS|04/22/2013,12:53:39 PM|ABSAA-GA (1-09).pdf|General Agent Signature Authorization Addendum|AppAssist Only
BANN|T|==,TB,UB,AR|AL,AK,AZ,AR,CA,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,GU,PR,VI,AS|04/22/2013,4:59:48 PM|BK- 6.pdf|Agent/Broker Assignment of FY and Renewal Com|
BANN|T|==,TB,UB,AR|AL,AK,AZ,AR,CA,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,GU,PR,VI,AS|04/22/2013,4:59:48 PM|BK-10.pdf|Biographical Information for Contract Applicant|
BANN|T|==,**,TB,UB,AR|AL,AK,AZ,AR,CA,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,GU,PR,VI,AS|12/20/2007,11:57:45 AM|W9 (10.07).pdf|Request for Taxpayer Identification Number and Certification|
BANN|T|==,TB,UB,AR|AL,AK,AZ,AR,CA,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,GU,PR,VI,AS|04/22/2013,4:59:48 PM|ADPT-NCA (2-10).pdf|Agnt/Brker Appointment Agrmnt. Adoption auth.|
BANN|T|==,TB,UB,AR|AL,AK,AZ,AR,CA,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,GU,PR,VI,AS|04/22/2013,4:59:48 PM|BK-12.pdf|Agent/Agency Commission Payment Profile|
